family,design,model,context_tokens,batch_size,device_count,topology_kind,parallelism,link,intra_link,intra_domain_size,tensor_group,pipeline_stages,link_latency_s,link_share_of_step,node,weight_store,kv_store,weight_amortization,silicon_area_mm2,silicon_area_mm2_per_device,feasible,per_user_tokens_s,aggregate_tokens_s,delivered_tokens_s,per_user_tokens_s_throughput_view,latency_correction_x,token_slots,microbatch_per_slot,pipeline_fill_users,pipeline_fill_limited_by,step_time_s,binding_constraint,power_w,thermal_scale,stored_weight_bytes,engaged_weight_bytes,engaged_weight_fraction,expert_coverage,resident_kv_bytes,max_resident_users,weight_to_kv_read_ratio,execution_format,hop_events_per_token,rom_sweep_ceiling_tokens_s
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,1,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.0546133333333332e-06,0.008573794637723182,N6,rom,sram,batched,2445.0,815.0,True,2806.8346799125197,8420.50403973756,2806.8346799125197,8019.759848934183,2.8572255809466247,3.0,1.0,3.0,pipeline_slots,0.00035627320951840555,compute,86.64861688626402,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,0.0,12.530892266167534,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,2,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.0546133333333332e-06,0.008573794637723182,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,pipeline_slots,0.00035627320951840555,capacity_or_format,86.64861688626402,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,0.0,12.530892266167534,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,4,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.072817777777778e-06,0.0065090761742478435,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,1.3333333333333333,4.0,batch,0.0004720820121809156,capacity_or_format,71.15790917770963,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,0.0,9.39816919962565,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,8,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.1456355555555557e-06,0.003363175058441195,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,2.6666666666666665,8.0,batch,0.0009353172228309557,capacity_or_format,47.55554617905181,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,0.0,4.699084599812825,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,16,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.2912711111111113e-06,0.001767801565063704,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,5.333333333333333,16.0,batch,0.0018617876441310358,capacity_or_format,35.58613489656232,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,0.0,2.3495422999064126,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,32,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,3.582542222222222e-06,0.0009644156322646093,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,10.666666666666666,32.0,batch,0.003714728486731196,capacity_or_format,29.558670676957473,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,0.0,1.1747711499532063,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,64,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,4.165084444444444e-06,0.0005612859789076227,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,21.333333333333332,64.0,batch,0.007420610171931517,capacity_or_format,26.5341597137084,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,0.0,0.5873855749766032,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x3,Qwen3-8B,8192,256,3,array,pipeline,infiniband_hdr,nvlink3,8,1,3,7.660337777777778e-06,0.0002583073757546499,N6,rom,sram,batched,2445.0,815.0,False,0.0,0.0,0.0,0.0,1.0,3.0,85.33333333333333,256.0,batch,0.029655900283133443,capacity_or_format,24.2610396412076,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,0.0,0.1468463937441508,bf16,2.0,4354.285714285715
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,1,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,4.58192e-06,0.013066412272902119,N6,rom,sram,batched,3260.0,815.0,True,2851.732957559739,2851.732957559739,2851.732957559739,10472.57125668042,3.672353411955487,4.0,1.0,1.0,kv_capacity,0.0003506639699026067,weight_read,29.344884265292478,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,2,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,4.58192e-06,0.013066412272902119,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,kv_capacity,0.0003506639699026067,capacity_or_format,58.689768530584956,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,4,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,4.58192e-06,0.013066412272902119,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,kv_capacity,0.0003506639699026067,capacity_or_format,117.37953706116991,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,8,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,4.66384e-06,0.010460950591243783,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,2.0,8.0,kv_capacity,0.0004458332882198883,capacity_or_format,116.74302539008612,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,6.265446133083767,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,16,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,4.82768e-06,0.00547778472405095,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,4.0,16.0,kv_capacity,0.0008813197749089011,capacity_or_format,83.76327623470237,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,3.1327230665418835,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,32,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,5.15536e-06,0.0029420654768102955,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,8.0,32.0,kv_capacity,0.0017522927482869267,capacity_or_format,66.98129728171499,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,1.5663615332709417,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,64,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,5.810720000000001e-06,0.0016629430634613619,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,16.0,64.0,kv_capacity,0.003494238695042978,capacity_or_format,58.51576804677482,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,0.7831807666354709,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-array-pipeline-x4,Qwen3-8B,8192,256,4,array,pipeline,infiniband_hdr,nvlink3,8,1,4,9.74288e-06,0.0006986189458513222,N6,rom,sram,batched,3260.0,815.0,False,0.0,0.0,0.0,0.0,1.0,4.0,64.0,256.0,kv_capacity,0.013945914375579285,capacity_or_format,52.13364705163692,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,0.19579519165886772,bf16,3.0,3265.7142857142862
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,1,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,True,228.6830848456242,228.6830848456242,228.6830848456242,11641.478350540048,50.90660010292758,57.0,1.0,1.0,kv_capacity,0.004372863872616833,weight_read,2.3531932190338423,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,2,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,2.0,kv_capacity,0.004372863872616833,capacity_or_format,4.7063864380676845,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,4,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,4.0,kv_capacity,0.004372863872616833,capacity_or_format,9.412772876135369,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,8,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,8.0,kv_capacity,0.004372863872616833,capacity_or_format,18.825545752270738,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,16,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,16.0,kv_capacity,0.004372863872616833,capacity_or_format,37.651091504541476,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,32,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0008003932481003981,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.0,32.0,kv_capacity,0.004372863872616833,capacity_or_format,75.30218300908295,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,64,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500012034812264e-06,0.0008003935488767463,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,1.1228070175438596,64.0,kv_capacity,0.004372863873933141,capacity_or_format,138.4890017503571,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,11.160325924555462,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x1,Qwen3-8B,8192,256,1,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500048139249057e-06,0.0008004017987422298,N6,rom,sram,batched,46225.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,57.0,4.491228070175438,256.0,kv_capacity,0.004372863910037578,capacity_or_format,257.9949645794271,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,2.7900814811388654,bf16,35.0,229.1729323308271
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,1,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,True,103.02850868308381,103.02850868308381,103.02850868308381,10592.589233603489,102.81221546345336,114.0,1.0,1.0,kv_capacity,0.00970605139084372,weight_read,1.0601833019869784,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,2,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,2.0,kv_capacity,0.00970605139084372,capacity_or_format,2.120366603973957,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,4,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,4.0,kv_capacity,0.00970605139084372,capacity_or_format,4.240733207947914,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,8,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,8.0,kv_capacity,0.00970605139084372,capacity_or_format,8.481466415895827,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,16,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,16.0,kv_capacity,0.00970605139084372,capacity_or_format,16.962932831791655,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,32,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,32.0,kv_capacity,0.00970605139084372,capacity_or_format,33.92586566358331,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,64,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.0003606008847023451,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,1.0,64.0,kv_capacity,0.00970605139084372,capacity_or_format,67.85173132716662,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,12.530892266167534,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x2,Qwen3-8B,8192,256,2,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.5000240696245283e-06,0.00036060225975228805,N6,rom,sram,batched,92450.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,114.0,2.245614035087719,256.0,kv_capacity,0.009706051404194841,capacity_or_format,160.68078751723587,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,5.580162962277731,bf16,35.0,114.58646616541355
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,1,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,True,68.70772736395062,11749.021379235557,68.70772736395062,10592.589233603489,154.1688197237794,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,weight_read,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,2,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,4,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,8,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,16,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,32,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,64,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00024047778221792401,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.0,171.0,pipeline_slots,0.01455440368014089,capacity_or_format,120.89970475326037,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,0.0,12.530892266167534,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x3,Qwen3-8B,8192,256,3,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500016046416352e-06,0.00024047814819859556,N6,rom,sram,batched,138675.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,171.0,1.4970760233918128,256.0,batch,0.014554403685468802,capacity_or_format,136.79537410554312,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,0.0,8.370244443416595,bf16,35.0,76.39097744360903
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,1,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,True,51.766004604734775,51.766004604734775,51.766004604734775,10592.589233603489,204.62443092690677,227.0,1.0,1.0,kv_capacity,0.01931769715734513,weight_read,0.5326822099438172,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,2,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,2.0,kv_capacity,0.01931769715734513,capacity_or_format,1.0653644198876344,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,4,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,4.0,kv_capacity,0.01931769715734513,capacity_or_format,2.130728839775269,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,8,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,8.0,kv_capacity,0.01931769715734513,capacity_or_format,4.261457679550538,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,16,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,16.0,kv_capacity,0.01931769715734513,capacity_or_format,8.522915359101075,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,19327352832.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,32,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,32.0,kv_capacity,0.01931769715734513,capacity_or_format,17.04583071820215,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,38654705664.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,64,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00018118157097073398,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.0,64.0,kv_capacity,0.01931769715734513,capacity_or_format,34.0916614364043,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,77309411328.0,1.0,12.530892266167534,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x4,Qwen3-8B,8192,256,4,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.5000120878290583e-06,0.00018118164184234345,N6,rom,sram,batched,184900.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,227.0,1.1277533039647578,256.0,kv_capacity,0.019317697158714457,capacity_or_format,125.00484842580993,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,309237645312.0,1.0,11.111377126640743,bf16,35.0,57.54562617998742
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,1,6,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00012063011846180134,N6,rom,sram,batched,277350.0,46225.0,True,34.465642583328645,11752.784120915068,34.465642583328645,10592.589233603489,307.3376394475588,341.0,1.0,341.0,pipeline_slots,0.02901440173593947,weight_read,120.93842409365749,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,1207959552.0,0.0,12.530892266167534,bf16,35.0,38.30749895266025
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,2,6,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00012063011846180134,N6,rom,sram,batched,277350.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,341.0,1.0,341.0,pipeline_slots,0.02901440173593947,capacity_or_format,120.93842409365749,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,2415919104.0,0.0,12.530892266167534,bf16,35.0,38.30749895266025
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,4,6,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00012063011846180134,N6,rom,sram,batched,277350.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,341.0,1.0,341.0,pipeline_slots,0.02901440173593947,capacity_or_format,120.93842409365749,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,4831838208.0,0.0,12.530892266167534,bf16,35.0,38.30749895266025
rom,Qwen3-8B/ROM-N6-native-SRAMKV-wafer-pipeline-x6,Qwen3-8B,8192,8,6,wafer,pipeline,inter_wafer,on_wafer,57,1,36,3.500010718504673e-06,0.00012063011846180134,N6,rom,sram,batched,277350.0,46225.0,False,0.0,0.0,0.0,0.0,1.0,341.0,1.0,341.0,pipeline_slots,0.02901440173593947,capacity_or_format,120.93842409365749,1.0,16381470720,15136811008.0,0.9240202706292784,1.0,9663676416.0,0.0,12.530892266167534,bf16,35.0,38.30749895266025
